Concept,Name + POS,feat_name,feat_value,weight
sea,('sea' 'N'),MadeOf,water,1.0
aviation,('aviation' 'N'),IsA,collection,2.0
aviation,('aviation' 'N'),IsA,art,2.0
aviation,('aviation' 'N'),IsA,industry,2.0
aviation,('aviation' 'N'),RelatedTo,[],1.0
motel,('motel' 'N'),UsedFor,sleeping,3.4641016151377544
motel,('motel' 'N'),UsedFor,overnight_stay,2.82842712474619
motel,('motel' 'N'),IsA,motor_hotel,2.0
motel,('motel' 'N'),UsedFor,resting,2.0
motel,('motel' 'N'),RelatedTo,motor_court,1.0
motel,('motel' 'N'),RelatedTo,rates,1.0
motel,('motel' 'N'),RelatedTo,sexual,1.0
motel,('motel' 'N'),RelatedTo,low_cost,1.0
motel,('motel' 'N'),RelatedTo,tourist_court,1.0
motel,('motel' 'N'),RelatedTo,entrance,1.0
motel,('motel' 'N'),RelatedTo,facilitate,1.0
motel,('motel' 'N'),RelatedTo,convenient,1.0
motel,('motel' 'N'),RelatedTo,automobile,1.0
motel,('motel' 'N'),RelatedTo,illicit,1.0
motel,('motel' 'N'),RelatedTo,activities,1.0
motel,('motel' 'N'),IsA,place_to_stay,1.0
motel,('motel' 'N'),IsA,establishment,1.0
motel,('motel' 'N'),IsA,place,1.0
motel,('motel' 'N'),HasA,entrances_to_rooms_on_outside,1.0
motel,('motel' 'N'),UsedFor,inexpensive_vacations,1.0
motel,('motel' 'N'),UsedFor,place_to_rest_from_traveling,1.0
motel,('motel' 'N'),UsedFor,sleeping_and_bathing,1.0
motel,('motel' 'N'),UsedFor,relaxing,1.0
motel,('motel' 'N'),UsedFor,stay_overnight,1.0
motel,('motel' 'N'),UsedFor,travelers,1.0
motel,('motel' 'N'),UsedFor,overnight_stay_while_traveling,1.0
motel,('motel' 'N'),UsedFor,temporary_living_quarters,1.0
motel,('motel' 'N'),AtLocation,town,1.0
motel,('motel' 'N'),AtLocation,shower,1.0
motel,('motel' 'N'),AtLocation,area_of_airport,1.0
motel,('motel' 'N'),AtLocation,every_us_state,1.0
motel,('motel' 'N'),AtLocation,city_by_highway,1.0
motel,('motel' 'N'),AtLocation,country,1.0
motel,('motel' 'N'),AtLocation,major_city,1.0
motel,('motel' 'N'),AtLocation,las_vegas,1.0
belly,('belly' 'N'),RelatedTo,stomach,2.219909908081858
belly,('belly' 'N'),IsA,adipose_tissue,2.0
belly,('belly' 'N'),IsA,bulge,2.0
belly,('belly' 'N'),IsA,inside,2.0
belly,('belly' 'N'),IsA,underpart,2.0
belly,('belly' 'N'),PartOf,vertebrate,2.0
belly,('belly' 'N'),PartOf,torso,2.0
belly,('belly' 'N'),MannerOf,swell,2.0
belly,('belly' 'N'),RelatedTo,abdomen,1.0
belly,('belly' 'N'),RelatedTo,womb,1.0
belly,('belly' 'N'),RelatedTo,fill,1.0
belly,('belly' 'N'),RelatedTo,bulge,1.0
belly,('belly' 'N'),RelatedTo,bouk,1.0
belly,('belly' 'N'),IsA,musical_artist,0.5
belly,('belly' 'N'),IsA,album,0.5
mood,('mood' 'N'),IsA,grammatical_relation,2.0
mood,('mood' 'N'),RelatedTo,composure,1.0
mood,('mood' 'N'),RelatedTo,feeling,1.0
mood,('mood' 'N'),RelatedTo,disposition,1.0
mood,('mood' 'N'),HasProperty,dark,1.0
mood,('mood' 'N'),CausesDesire,smoke,1.0
racket,('racket' 'N'),IsA,enterprise,2.0
racket,('racket' 'N'),IsA,noise,2.0
racket,('racket' 'N'),IsA,sports_implement,2.0
racket,('racket' 'N'),MannerOf,hit,2.0
racket,('racket' 'N'),MannerOf,make_noise,2.0
racket,('racket' 'N'),RelatedTo,tennis,1.174
racket,('racket' 'N'),RelatedTo,swindle,1.0
racket,('racket' 'N'),RelatedTo,fraud,1.0
racket,('racket' 'N'),RelatedTo,badminton,1.0
racket,('racket' 'N'),IsA,single_user_device,1.0
racket,('racket' 'N'),IsA,sports_equipment,1.0
racket,('racket' 'N'),IsA,user_powered_device,1.0
racket,('racket' 'N'),IsA,user_guided_device,1.0
